Date_time,Mean_temp,Day
2020-01-28T22:10:00Z,27.2225,2020-01-28
2020-01-28T22:20:00Z,27.2225,2020-01-28
2020-01-28T22:30:00Z,27.2225,2020-01-28
2020-01-28T22:40:00Z,27.2715,2020-01-28
2020-01-28T22:50:00Z,27.2715,2020-01-28
2020-01-28T23:00:00Z,27.2715,2020-01-28
2020-01-28T23:10:00Z,27.2715,2020-01-28
2020-01-28T23:20:00Z,27.2715,2020-01-28
2020-01-28T23:30:00Z,27.2715,2020-01-28
2020-01-28T23:40:00Z,27.2715,2020-01-28
2020-01-28T23:50:00Z,27.2715,2020-01-28
2020-01-29T00:00:00Z,27.2225,2020-01-29
2020-01-29T00:10:00Z,27.2225,2020-01-29
2020-01-29T00:20:00Z,27.2225,2020-01-29
2020-01-29T00:30:00Z,27.2225,2020-01-29
2020-01-29T00:40:00Z,27.2225,2020-01-29
2020-01-29T00:50:00Z,27.2225,2020-01-29
2020-01-29T01:00:00Z,27.173499999999997,2020-01-29
2020-01-29T01:10:00Z,27.173499999999997,2020-01-29
2020-01-29T01:20:00Z,27.173499999999997,2020-01-29
2020-01-29T01:30:00Z,27.173499999999997,2020-01-29
2020-01-29T01:40:00Z,27.124499999999998,2020-01-29
2020-01-29T01:50:00Z,27.173499999999997,2020-01-29
2020-01-29T02:00:00Z,27.124499999999998,2020-01-29
2020-01-29T02:10:00Z,27.2225,2020-01-29
2020-01-29T02:20:00Z,27.173499999999997,2020-01-29
2020-01-29T02:30:00Z,27.124499999999998,2020-01-29
2020-01-29T02:40:00Z,27.124499999999998,2020-01-29
2020-01-29T02:50:00Z,27.075,2020-01-29
2020-01-29T03:00:00Z,27.075,2020-01-29
2020-01-29T03:10:00Z,26.977,2020-01-29
2020-01-29T03:20:00Z,26.977,2020-01-29
2020-01-29T03:30:00Z,26.977,2020-01-29
2020-01-29T03:40:00Z,26.878999999999998,2020-01-29
2020-01-29T03:50:00Z,26.878999999999998,2020-01-29
2020-01-29T04:00:00Z,26.878999999999998,2020-01-29
2020-01-29T04:10:00Z,26.878999999999998,2020-01-29
2020-01-29T04:20:00Z,26.878999999999998,2020-01-29
2020-01-29T04:30:00Z,26.83,2020-01-29
2020-01-29T04:40:00Z,26.781,2020-01-29
2020-01-29T04:50:00Z,26.781,2020-01-29
2020-01-29T05:00:00Z,26.781,2020-01-29
2020-01-29T05:10:00Z,26.781,2020-01-29
2020-01-29T05:20:00Z,26.781,2020-01-29
2020-01-29T05:30:00Z,26.781,2020-01-29
2020-01-29T05:40:00Z,26.781,2020-01-29
2020-01-29T05:50:00Z,26.781,2020-01-29
2020-01-29T06:00:00Z,26.781,2020-01-29
2020-01-29T06:10:00Z,26.781,2020-01-29
2020-01-29T06:20:00Z,26.781,2020-01-29
2020-01-29T06:30:00Z,26.781,2020-01-29
2020-01-29T06:40:00Z,26.83,2020-01-29
2020-01-29T06:50:00Z,26.878999999999998,2020-01-29
2020-01-29T07:00:00Z,26.928,2020-01-29
2020-01-29T07:10:00Z,26.928,2020-01-29
2020-01-29T07:20:00Z,27.026,2020-01-29
2020-01-29T07:30:00Z,27.026,2020-01-29
2020-01-29T07:40:00Z,27.075,2020-01-29
2020-01-29T07:50:00Z,27.075,2020-01-29
2020-01-29T08:00:00Z,27.075,2020-01-29
2020-01-29T08:10:00Z,27.124,2020-01-29
2020-01-29T08:20:00Z,27.173,2020-01-29
2020-01-29T08:30:00Z,27.272,2020-01-29
2020-01-29T08:40:00Z,27.320999999999998,2020-01-29
2020-01-29T08:50:00Z,27.37,2020-01-29
2020-01-29T09:00:00Z,27.419,2020-01-29
2020-01-29T09:10:00Z,27.5175,2020-01-29
2020-01-29T09:20:00Z,27.5175,2020-01-29
2020-01-29T09:30:00Z,27.616,2020-01-29
2020-01-29T09:40:00Z,27.616,2020-01-29
2020-01-29T09:50:00Z,27.7145,2020-01-29
2020-01-29T10:00:00Z,27.7635,2020-01-29
2020-01-29T10:10:00Z,27.813,2020-01-29
2020-01-29T10:20:00Z,27.862499999999997,2020-01-29
2020-01-29T10:30:00Z,27.961,2020-01-29
2020-01-29T10:40:00Z,27.961,2020-01-29
2020-01-29T10:50:00Z,28.0105,2020-01-29
2020-01-29T11:00:00Z,28.06,2020-01-29
2020-01-29T11:10:00Z,28.109499999999997,2020-01-29
2020-01-29T11:20:00Z,28.109499999999997,2020-01-29
2020-01-29T11:30:00Z,28.2085,2020-01-29
2020-01-29T11:40:00Z,28.2085,2020-01-29
2020-01-29T11:50:00Z,28.307499999999997,2020-01-29
2020-01-29T12:00:00Z,28.307499999999997,2020-01-29
2020-01-29T12:10:00Z,28.357,2020-01-29
2020-01-29T12:20:00Z,28.4065,2020-01-29
2020-01-29T12:30:00Z,28.4565,2020-01-29
2020-01-29T12:40:00Z,28.555500000000002,2020-01-29
2020-01-29T12:50:00Z,28.555500000000002,2020-01-29
2020-01-29T13:00:00Z,28.6545,2020-01-29
2020-01-29T13:10:00Z,28.7045,2020-01-29
2020-01-29T13:20:00Z,28.7045,2020-01-29
2020-01-29T13:30:00Z,28.804000000000002,2020-01-29
2020-01-29T13:40:00Z,28.8535,2020-01-29
2020-01-29T13:50:00Z,29.0535,2020-01-29
2020-01-29T14:00:00Z,29.1035,2020-01-29
2020-01-29T14:10:00Z,29.556,2020-01-29
2020-01-29T14:20:00Z,29.809,2020-01-29
2020-01-29T14:30:00Z,29.758499999999998,2020-01-29
2020-01-29T14:40:00Z,30.5225,2020-01-29
2020-01-29T14:50:00Z,30.42,2020-01-29
2020-01-29T15:00:00Z,31.1445,2020-01-29
2020-01-29T15:10:00Z,30.266,2020-01-29
2020-01-29T15:20:00Z,30.215,2020-01-29
2020-01-29T15:30:00Z,30.264499999999998,2020-01-29
2020-01-29T15:40:00Z,30.2635,2020-01-29
2020-01-29T15:50:00Z,30.3135,2020-01-29
2020-01-29T16:00:00Z,30.414,2020-01-29
2020-01-29T16:10:00Z,30.515,2020-01-29
2020-01-29T16:20:00Z,30.515,2020-01-29
2020-01-29T16:30:00Z,30.564999999999998,2020-01-29
2020-01-29T16:40:00Z,30.514,2020-01-29
2020-01-29T16:50:00Z,30.158,2020-01-29
2020-01-29T17:00:00Z,30.006,2020-01-29
2020-01-29T17:10:00Z,29.8045,2020-01-29
2020-01-29T17:20:00Z,29.6035,2020-01-29
2020-01-29T17:30:00Z,29.503,2020-01-29
2020-01-29T17:40:00Z,29.3525,2020-01-29
2020-01-29T17:50:00Z,29.2025,2020-01-29
2020-01-29T18:00:00Z,29.053,2020-01-29
2020-01-29T18:10:00Z,28.9035,2020-01-29
2020-01-29T18:20:00Z,28.753999999999998,2020-01-29
2020-01-29T18:30:00Z,28.6545,2020-01-29
2020-01-29T18:40:00Z,28.506,2020-01-29
2020-01-29T18:50:00Z,28.357,2020-01-29
2020-01-29T19:00:00Z,28.2085,2020-01-29
2020-01-29T19:10:00Z,28.109499999999997,2020-01-29
2020-01-29T19:20:00Z,27.961,2020-01-29
2020-01-29T19:30:00Z,27.862499999999997,2020-01-29
2020-01-29T19:40:00Z,27.7635,2020-01-29
2020-01-29T19:50:00Z,27.7145,2020-01-29
2020-01-29T20:00:00Z,27.616,2020-01-29
2020-01-29T20:10:00Z,27.567,2020-01-29
2020-01-29T20:20:00Z,27.567,2020-01-29
2020-01-29T20:30:00Z,27.5175,2020-01-29
2020-01-29T20:40:00Z,27.566499999999998,2020-01-29
2020-01-29T20:50:00Z,27.566499999999998,2020-01-29
2020-01-29T21:00:00Z,27.616,2020-01-29
2020-01-29T21:10:00Z,27.616,2020-01-29
2020-01-29T21:20:00Z,27.616,2020-01-29
2020-01-29T21:30:00Z,27.616,2020-01-29
2020-01-29T21:40:00Z,27.665,2020-01-29
2020-01-29T21:50:00Z,27.665,2020-01-29
2020-01-29T22:00:00Z,27.665,2020-01-29
2020-01-29T22:10:00Z,27.665,2020-01-29
2020-01-29T22:20:00Z,27.616,2020-01-29
2020-01-29T22:30:00Z,27.616,2020-01-29
2020-01-29T22:40:00Z,27.616,2020-01-29
2020-01-29T22:50:00Z,27.616,2020-01-29
2020-01-29T23:00:00Z,27.5175,2020-01-29
2020-01-29T23:10:00Z,27.567,2020-01-29
2020-01-29T23:20:00Z,27.567,2020-01-29
2020-01-29T23:30:00Z,27.567,2020-01-29
2020-01-29T23:40:00Z,27.567,2020-01-29
2020-01-29T23:50:00Z,27.567,2020-01-29
2020-01-30T00:00:00Z,27.567,2020-01-30
2020-01-30T00:10:00Z,27.567,2020-01-30
2020-01-30T00:20:00Z,27.567,2020-01-30
2020-01-30T00:30:00Z,27.5175,2020-01-30
2020-01-30T00:40:00Z,27.5175,2020-01-30
2020-01-30T00:50:00Z,27.5175,2020-01-30
2020-01-30T01:00:00Z,27.4685,2020-01-30
2020-01-30T01:10:00Z,27.4685,2020-01-30
2020-01-30T01:20:00Z,27.4195,2020-01-30
2020-01-30T01:30:00Z,27.4195,2020-01-30
2020-01-30T01:40:00Z,27.4195,2020-01-30
2020-01-30T01:50:00Z,27.4195,2020-01-30
2020-01-30T02:00:00Z,27.4195,2020-01-30
2020-01-30T02:10:00Z,27.3205,2020-01-30
2020-01-30T02:20:00Z,27.3205,2020-01-30
2020-01-30T02:30:00Z,27.3205,2020-01-30
2020-01-30T02:40:00Z,27.3205,2020-01-30
2020-01-30T02:50:00Z,27.2225,2020-01-30
2020-01-30T03:00:00Z,27.2715,2020-01-30
2020-01-30T03:10:00Z,27.2225,2020-01-30
2020-01-30T03:20:00Z,27.2225,2020-01-30
2020-01-30T03:30:00Z,27.2225,2020-01-30
2020-01-30T03:40:00Z,27.173499999999997,2020-01-30
2020-01-30T03:50:00Z,27.124499999999998,2020-01-30
2020-01-30T04:00:00Z,27.075,2020-01-30
2020-01-30T04:10:00Z,27.026,2020-01-30
2020-01-30T04:20:00Z,26.977,2020-01-30
2020-01-30T04:30:00Z,26.977,2020-01-30
2020-01-30T04:40:00Z,26.878999999999998,2020-01-30
2020-01-30T04:50:00Z,26.878999999999998,2020-01-30
2020-01-30T05:00:00Z,26.878999999999998,2020-01-30
2020-01-30T05:10:00Z,26.781,2020-01-30
2020-01-30T05:20:00Z,26.781,2020-01-30
2020-01-30T05:30:00Z,26.781,2020-01-30
2020-01-30T05:40:00Z,26.781,2020-01-30
2020-01-30T05:50:00Z,26.781,2020-01-30
2020-01-30T06:00:00Z,26.781,2020-01-30
2020-01-30T06:10:00Z,26.781,2020-01-30
2020-01-30T06:20:00Z,26.83,2020-01-30
2020-01-30T06:30:00Z,26.878999999999998,2020-01-30
2020-01-30T06:40:00Z,26.928,2020-01-30
2020-01-30T06:50:00Z,26.928,2020-01-30
2020-01-30T07:00:00Z,26.977,2020-01-30
2020-01-30T07:10:00Z,27.026,2020-01-30
2020-01-30T07:20:00Z,27.026,2020-01-30
2020-01-30T07:30:00Z,27.124,2020-01-30
2020-01-30T07:40:00Z,27.075,2020-01-30
2020-01-30T07:50:00Z,27.124,2020-01-30
2020-01-30T08:00:00Z,27.173,2020-01-30
2020-01-30T08:10:00Z,27.173,2020-01-30
2020-01-30T08:20:00Z,27.272,2020-01-30
2020-01-30T08:30:00Z,27.272,2020-01-30
2020-01-30T08:40:00Z,27.320999999999998,2020-01-30
2020-01-30T08:50:00Z,27.37,2020-01-30
2020-01-30T09:00:00Z,27.468,2020-01-30
2020-01-30T09:10:00Z,27.468,2020-01-30
2020-01-30T09:20:00Z,27.567,2020-01-30
2020-01-30T09:30:00Z,27.616,2020-01-30
2020-01-30T09:40:00Z,27.665,2020-01-30
2020-01-30T09:50:00Z,27.764,2020-01-30
2020-01-30T10:00:00Z,27.764,2020-01-30
2020-01-30T10:10:00Z,27.862,2020-01-30
2020-01-30T10:20:00Z,27.911499999999997,2020-01-30
2020-01-30T10:30:00Z,27.961,2020-01-30
2020-01-30T10:40:00Z,28.0105,2020-01-30
2020-01-30T10:50:00Z,28.06,2020-01-30
2020-01-30T11:00:00Z,28.109499999999997,2020-01-30
2020-01-30T11:10:00Z,28.159,2020-01-30
2020-01-30T11:20:00Z,28.2085,2020-01-30
2020-01-30T11:30:00Z,28.258,2020-01-30
2020-01-30T11:40:00Z,28.357,2020-01-30
2020-01-30T11:50:00Z,28.456,2020-01-30
2020-01-30T12:00:00Z,28.456,2020-01-30
2020-01-30T12:10:00Z,28.555500000000002,2020-01-30
2020-01-30T12:20:00Z,28.605,2020-01-30
2020-01-30T12:30:00Z,28.6545,2020-01-30
2020-01-30T12:40:00Z,28.704,2020-01-30
